,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
66572,31,1,2.0,Sim
66574,31,1,2.0,Sim
66575,31,1,2.0,Sim
66578,31,1,2.0,Sim
66579,31,1,2.0,Sim
66580,31,1,2.0,Sim
66581,31,1,2.0,Não
66582,31,1,2.0,Sim
66583,31,1,2.0,Sim
66587,31,1,2.0,Sim
66589,31,1,2.0,Sim
66590,31,1,2.0,Sim
66592,31,1,2.0,Sim
66593,31,1,2.0,Não
66594,31,1,2.0,Não
66596,31,1,2.0,Não
66597,31,1,2.0,Sim
66598,31,1,2.0,Sim
66599,31,1,2.0,Não
66600,31,1,2.0,Não
66602,31,1,2.0,Não
66604,31,1,2.0,Não
66606,31,1,2.0,Não
66607,31,1,2.0,Não
66611,31,1,2.0,Não
66613,31,1,2.0,Sim
66616,31,1,2.0,Sim
66617,31,1,2.0,Sim
66620,31,1,2.0,Sim
66621,31,1,2.0,Sim
66622,31,1,2.0,Sim
66623,31,1,2.0,Sim
66624,31,1,2.0,Sim
66626,31,1,2.0,Sim
66629,31,1,2.0,Sim
66630,31,1,2.0,Sim
66631,31,1,2.0,Sim
66635,31,1,2.0,Sim
66636,31,1,2.0,Sim
66639,31,1,2.0,Sim
66640,31,1,2.0,Sim
66643,31,1,2.0,Sim
66645,31,1,2.0,Sim
66646,31,1,2.0,Sim
66648,31,1,2.0,Sim
66649,31,1,2.0,Sim
66651,31,1,2.0,Sim
66652,31,1,2.0,Sim
66653,31,1,2.0,Não
66655,31,1,2.0,Sim
66658,31,1,2.0,Sim
66660,31,1,2.0,Sim
66661,31,1,2.0,Sim
66662,31,1,2.0,Sim
66666,31,1,2.0,Sim
66667,31,1,2.0,Sim
66668,31,1,2.0,Sim
66669,31,1,2.0,Sim
66670,31,1,2.0,Sim
66672,31,1,2.0,Sim
66673,31,1,2.0,Sim
66674,31,1,2.0,Sim
66675,31,1,2.0,Sim
66676,31,1,2.0,Sim
66677,31,1,2.0,Sim
66679,31,1,2.0,Sim
66680,31,1,2.0,Sim
66681,31,1,2.0,Sim
66682,31,1,2.0,Sim
66683,31,1,2.0,Sim
66685,31,1,2.0,Sim
66686,31,1,2.0,Sim
66687,31,1,2.0,Sim
66692,31,1,2.0,Sim
66693,31,1,2.0,Sim
66697,31,1,2.0,Sim
66698,31,1,2.0,Sim
66702,31,1,2.0,Sim
66703,31,1,2.0,Sim
66705,31,1,2.0,Sim
66706,31,1,2.0,Não
66707,31,1,2.0,Sim
66708,31,1,2.0,Sim
66710,31,1,2.0,Sim
66711,31,1,2.0,Não
66721,31,1,2.0,Não
66723,31,1,2.0,Sim
66725,31,1,2.0,Não
66726,31,1,2.0,Sim
66728,31,1,2.0,Sim
66730,31,1,2.0,Sim
66733,31,1,2.0,Sim
66734,31,1,2.0,Sim
66735,31,1,2.0,Sim
66736,31,1,2.0,Sim
66738,31,1,2.0,Sim
66741,31,1,2.0,Sim
66742,31,1,2.0,Sim
66743,31,1,2.0,Sim
66744,31,1,2.0,Sim
66745,31,1,2.0,Sim
66746,31,1,2.0,Não
66747,31,1,2.0,Sim
66749,31,1,2.0,Sim
66751,31,1,2.0,Não
66752,31,1,2.0,Não
66753,31,1,2.0,Não
66754,31,1,2.0,Não
66756,31,1,2.0,Sim
66757,31,1,2.0,Não
66759,31,1,2.0,Sim
66766,31,1,2.0,Sim
66768,31,1,2.0,Sim
66769,31,1,2.0,Sim
66770,31,1,2.0,Sim
66771,31,1,2.0,Sim
66774,31,1,2.0,Não
66775,31,1,2.0,Sim
66777,31,1,2.0,Sim
66778,31,1,2.0,Sim
66780,31,1,2.0,Sim
66782,31,1,2.0,Sim
66785,31,1,2.0,Sim
66787,31,1,2.0,Sim
66791,31,1,2.0,Sim
66793,31,1,2.0,Não
66794,31,1,2.0,Sim
66795,31,1,2.0,Sim
66798,31,1,2.0,Sim
66802,31,1,2.0,Sim
66804,31,1,2.0,Sim
66805,31,1,2.0,Sim
66806,31,1,2.0,Sim
66807,31,1,2.0,Não
66810,31,1,2.0,Sim
66811,31,1,2.0,Sim
66812,31,1,2.0,Sim
66813,31,1,2.0,Sim
66814,31,1,2.0,Sim
66817,31,1,2.0,Sim
66818,31,1,2.0,Sim
66820,31,1,2.0,Sim
66821,31,1,2.0,Sim
66822,31,1,2.0,Sim
66823,31,1,2.0,Não
66824,31,1,2.0,Sim
66825,31,1,2.0,Não
66826,31,1,2.0,Sim
66827,31,1,2.0,Sim
66828,31,1,2.0,Sim
66829,31,1,2.0,Não
66830,31,1,2.0,Não
66831,31,1,2.0,Sim
66833,31,1,2.0,Sim
66834,31,1,2.0,Sim
66835,31,1,2.0,Sim
66837,31,1,2.0,Sim
66839,31,1,2.0,Sim
66842,31,1,2.0,Sim
66843,31,1,2.0,Sim
66845,31,1,2.0,Sim
66848,31,1,2.0,Sim
66849,31,1,2.0,Sim
66850,31,1,2.0,Não
66851,31,1,2.0,Sim
66855,31,1,2.0,Sim
66858,31,1,2.0,Sim
66859,31,1,2.0,Sim
66860,31,1,2.0,Sim
66861,31,1,2.0,Sim
66862,31,1,2.0,Sim
66863,31,1,2.0,Sim
66864,31,1,2.0,Sim
66868,31,1,2.0,Sim
66869,31,1,2.0,Sim
66870,31,1,2.0,Sim
66872,31,1,2.0,Sim
66873,31,1,2.0,Sim
66874,31,1,2.0,Sim
66875,31,1,2.0,Sim
66876,31,1,2.0,Sim
66877,31,1,2.0,Sim
66878,31,1,2.0,Sim
66881,31,1,2.0,Sim
66883,31,1,2.0,Sim
66884,31,1,2.0,Sim
66885,31,1,2.0,Sim
66886,31,1,2.0,Sim
66887,31,1,2.0,Sim
66888,31,1,2.0,Sim
66889,31,1,2.0,Sim
66890,31,1,2.0,Sim
66891,31,1,2.0,Sim
66892,31,1,2.0,Sim
66893,31,1,2.0,Sim
66894,31,1,2.0,Sim
66895,31,1,2.0,Sim
66896,31,1,2.0,Sim
66897,31,1,2.0,Sim
66898,31,1,2.0,Sim
66899,31,1,2.0,Sim
66900,31,1,2.0,Sim
66901,31,1,2.0,Não
66902,31,1,2.0,Sim
66903,31,1,2.0,Sim
66904,31,1,2.0,Sim
66905,31,1,2.0,Sim
66906,31,1,2.0,Sim
66907,31,1,2.0,Sim
66908,31,1,2.0,Sim
66909,31,1,2.0,Sim
66910,31,1,2.0,Sim
66911,31,1,2.0,Sim
66912,31,1,2.0,Sim
66914,31,1,2.0,Sim
66915,31,1,2.0,Sim
66917,31,1,2.0,Sim
66918,31,1,2.0,Sim
66919,31,1,2.0,Sim
66920,31,1,2.0,Sim
66921,31,1,2.0,Sim
66923,31,1,2.0,Sim
66925,31,1,2.0,Sim
66926,31,1,2.0,Sim
66929,31,1,2.0,Sim
66931,31,1,2.0,Sim
66932,31,1,2.0,Sim
66934,31,1,2.0,Sim
66935,31,1,2.0,Sim
66936,31,1,2.0,Sim
66938,31,1,2.0,Sim
66940,31,1,2.0,Sim
66943,31,1,2.0,Sim
66946,31,1,2.0,Sim
66947,31,1,2.0,Sim
66948,31,1,2.0,Sim
66949,31,1,2.0,Sim
66950,31,1,2.0,Não
66954,31,1,2.0,Sim
66955,31,1,2.0,Sim
66961,31,1,2.0,Sim
66963,31,1,2.0,Sim
66964,31,1,2.0,Sim
66965,31,1,2.0,Sim
66966,31,1,2.0,Sim
66967,31,1,2.0,Sim
66968,31,1,2.0,Sim
66969,31,1,2.0,Sim
66971,31,1,2.0,Sim
66973,31,1,2.0,Sim
66975,31,1,2.0,Não
66977,31,1,2.0,Sim
66978,31,1,2.0,Não
66979,31,1,2.0,Não
66981,31,1,2.0,Sim
66983,31,1,2.0,Sim
66984,31,1,2.0,Sim
66985,31,1,2.0,Sim
66986,31,1,2.0,Sim
66988,31,1,2.0,Sim
66989,31,1,2.0,Sim
66991,31,1,2.0,Sim
66995,31,1,2.0,Sim
66996,31,1,2.0,Sim
66998,31,1,2.0,Sim
66999,31,1,2.0,Sim
67001,31,1,2.0,Sim
67002,31,1,2.0,Sim
67004,31,1,2.0,Sim
67005,31,1,2.0,Sim
67006,31,1,2.0,Sim
67007,31,1,2.0,Sim
67008,31,1,2.0,Sim
67009,31,1,2.0,Sim
67010,31,1,2.0,Sim
67014,31,1,2.0,Sim
67015,31,1,2.0,Sim
67016,31,1,2.0,Sim
67023,31,1,2.0,Sim
67024,31,1,2.0,Sim
67025,31,1,2.0,Sim
67028,31,1,2.0,Sim
67033,31,1,2.0,Sim
67034,31,1,2.0,Sim
67036,31,1,2.0,Sim
67038,31,1,2.0,Sim
67039,31,1,2.0,Sim
67041,31,1,2.0,Sim
67042,31,1,2.0,Sim
67043,31,1,2.0,Sim
67046,31,1,2.0,Sim
67047,31,1,2.0,Sim
67048,31,1,2.0,Sim
67049,31,1,2.0,Sim
67050,31,1,2.0,Sim
67052,31,1,2.0,Sim
67054,31,1,2.0,Sim
67055,31,1,2.0,Não
67057,31,1,2.0,Sim
67059,31,1,2.0,Sim
67060,31,1,2.0,Sim
67062,31,1,2.0,Sim
67063,31,1,2.0,Sim
67065,31,1,2.0,Sim
67066,31,1,2.0,Sim
67068,31,1,2.0,Sim
67069,31,1,2.0,Sim
67070,31,1,2.0,Sim
67071,31,1,2.0,Sim
67072,31,1,2.0,Sim
67074,31,1,2.0,Sim
67075,31,1,2.0,Sim
67077,31,1,2.0,Sim
67078,31,1,2.0,Sim
67079,31,1,2.0,Sim
67081,31,1,2.0,Sim
67082,31,1,2.0,Sim
67084,31,1,2.0,Sim
67087,31,1,2.0,Sim
67089,31,1,2.0,Sim
67090,31,1,2.0,Sim
67091,31,1,2.0,Sim
67093,31,1,2.0,Sim
67094,31,1,2.0,Sim
67095,31,1,2.0,Sim
67096,31,1,2.0,Sim
67097,31,1,2.0,Sim
67098,31,1,2.0,Sim
67099,31,1,2.0,Sim
67100,31,1,2.0,Não
67101,31,1,2.0,Sim
67102,31,1,2.0,Sim
67104,31,1,2.0,Sim
67105,31,1,2.0,Sim
67106,31,1,2.0,Sim
67107,31,1,2.0,Sim
67108,31,1,2.0,Sim
67109,31,1,2.0,Sim
67110,31,1,2.0,Sim
67111,31,1,2.0,Sim
67112,31,1,2.0,Sim
67113,31,1,2.0,Sim
67114,31,1,2.0,Sim
67116,31,1,2.0,Sim
67117,31,1,2.0,Sim
67118,31,1,2.0,Sim
67119,31,1,2.0,Sim
67121,31,1,2.0,Sim
67123,31,1,2.0,Sim
67124,31,1,2.0,Sim
67126,31,1,2.0,Não
67127,31,1,2.0,Sim
67128,31,1,2.0,Sim
67130,31,1,2.0,Sim
67131,31,1,2.0,Sim
67132,31,1,2.0,Não
67133,31,1,2.0,Sim
67135,31,1,2.0,Sim
67136,31,1,2.0,Sim
67137,31,1,2.0,Sim
67138,31,1,2.0,Sim
67139,31,1,2.0,Sim
67140,31,1,2.0,Sim
67141,31,1,2.0,Sim
67142,31,1,2.0,Sim
67143,31,1,2.0,Sim
67144,31,1,2.0,Sim
67147,31,1,2.0,Sim
67148,31,1,2.0,Sim
67150,31,1,2.0,Sim
67151,31,1,2.0,Sim
67153,31,1,2.0,Sim
67154,31,1,2.0,Sim
67155,31,1,2.0,Sim
67157,31,1,2.0,Sim
67158,31,1,2.0,Sim
67159,31,1,2.0,Sim
67160,31,1,2.0,Sim
67162,31,1,2.0,Sim
67163,31,1,2.0,Sim
67165,31,1,2.0,Sim
67166,31,1,2.0,Sim
67167,31,1,2.0,Sim
67168,31,1,2.0,Sim
67169,31,1,2.0,Sim
67172,31,1,2.0,Sim
67174,31,1,2.0,Sim
67178,31,1,2.0,Sim
67179,31,1,2.0,Sim
67180,31,1,2.0,Sim
67181,31,1,2.0,Não
67183,31,1,2.0,Sim
67184,31,1,2.0,Sim
67185,31,1,2.0,Sim
67186,31,1,2.0,Sim
67187,31,1,2.0,Não
67188,31,1,2.0,Sim
67189,31,1,2.0,Sim
67192,31,1,2.0,Sim
67193,31,1,2.0,Sim
67194,31,1,2.0,Não
67196,31,1,2.0,Sim
67200,31,1,2.0,Sim
67203,31,1,2.0,Sim
67204,31,1,2.0,Sim
67205,31,1,2.0,Sim
67206,31,1,2.0,Sim
67207,31,1,2.0,Sim
67208,31,1,2.0,Sim
67209,31,1,2.0,Não
67210,31,1,2.0,Sim
67212,31,1,2.0,Sim
67215,31,1,2.0,Sim
67216,31,1,2.0,Não
67217,31,1,2.0,Sim
67219,31,1,2.0,Sim
67221,31,1,2.0,Sim
67222,31,1,2.0,Sim
67223,31,1,2.0,Sim
67225,31,1,2.0,Sim
67228,31,1,2.0,Sim
67229,31,1,2.0,Sim
67230,31,1,2.0,Sim
67233,31,1,2.0,Sim
67235,31,1,2.0,Sim
67236,31,1,2.0,Sim
67237,31,1,2.0,Sim
67238,31,1,2.0,Sim
67240,31,1,2.0,Sim
67242,31,1,2.0,Sim
67243,31,1,2.0,Sim
67247,31,1,2.0,Sim
67248,31,1,2.0,Sim
67249,31,1,2.0,Sim
67250,31,1,2.0,Sim
67252,31,1,2.0,Não
67253,31,1,2.0,Sim
67255,31,1,2.0,Sim
67258,31,1,2.0,Sim
67260,31,1,2.0,Não
67261,31,1,2.0,Sim
67264,31,1,2.0,Sim
67265,31,1,2.0,Sim
67266,31,1,2.0,Sim
67267,31,1,2.0,Sim
67268,31,1,2.0,Não
67270,31,1,2.0,Não
67271,31,1,2.0,Não
67272,31,1,2.0,Sim
67275,31,1,2.0,Sim
67277,31,1,2.0,Sim
67282,31,1,2.0,Sim
67284,31,1,2.0,Sim
67285,31,1,2.0,Sim
67287,31,1,2.0,Sim
67288,31,1,2.0,Não
67290,31,1,2.0,Sim
67291,31,1,2.0,Sim
67293,31,1,2.0,Sim
67294,31,1,2.0,Sim
67295,31,1,2.0,Sim
67296,31,1,2.0,Sim
67297,31,1,2.0,Sim
67298,31,1,2.0,Sim
67301,31,1,2.0,Sim
67302,31,1,2.0,Sim
67306,31,1,2.0,Não
67307,31,1,2.0,Não
67308,31,1,2.0,Sim
67309,31,1,2.0,Não
67310,31,1,2.0,Não
67311,31,1,2.0,Sim
67312,31,1,2.0,Sim
67313,31,1,2.0,Sim
67314,31,1,2.0,Sim
67316,31,1,2.0,Sim
67317,31,1,2.0,Sim
67320,31,1,2.0,Sim
67321,31,1,2.0,Sim
67322,31,1,2.0,Sim
67323,31,1,2.0,Sim
67324,31,1,2.0,Sim
67325,31,1,2.0,Sim
67326,31,1,2.0,Não
67328,31,1,2.0,Não
67329,31,1,2.0,Sim
67331,31,1,2.0,Sim
67336,31,1,2.0,Sim
67339,31,1,2.0,Sim
67340,31,1,2.0,Sim
67344,31,1,2.0,Sim
67345,31,1,2.0,Sim
67346,31,1,2.0,Sim
67347,31,1,2.0,Sim
67352,31,1,2.0,Sim
67356,31,1,2.0,Não
67360,31,1,2.0,Sim
67363,31,1,2.0,Não
67364,31,1,2.0,Sim
67365,31,1,2.0,Sim
67366,31,1,2.0,Sim
67367,31,1,2.0,Sim
67370,31,1,2.0,Sim
67371,31,1,2.0,Não
67374,31,1,2.0,Sim
67376,31,1,2.0,Sim
67378,31,1,2.0,Sim
67380,31,1,2.0,Sim
67383,31,1,2.0,Sim
67385,31,1,2.0,Sim
67389,31,1,2.0,Sim
67392,31,1,2.0,Sim
67393,31,1,2.0,Sim
67395,31,1,2.0,Sim
67396,31,1,2.0,Sim
67397,31,1,2.0,Sim
67398,31,1,2.0,Sim
67401,31,1,2.0,Sim
67402,31,1,2.0,Sim
67404,31,1,2.0,Sim
67405,31,1,2.0,Não
67407,31,1,2.0,Sim
67408,31,1,2.0,Sim
67412,31,1,2.0,Sim
67417,31,1,2.0,Sim
67422,31,1,2.0,Sim
67425,31,1,2.0,Sim
67426,31,1,2.0,Sim
67427,31,1,2.0,Sim
67428,31,1,2.0,Sim
67429,31,1,2.0,Sim
67430,31,1,2.0,Sim
67432,31,1,2.0,Sim
67435,31,1,2.0,Sim
67437,31,1,2.0,Sim
67438,31,1,2.0,Não
67439,31,1,2.0,Sim
67441,31,1,2.0,Não
67442,31,1,2.0,Não
67443,31,1,2.0,Não
67444,31,1,2.0,Sim
67446,31,1,2.0,Sim
67449,31,1,2.0,Não
67451,31,1,2.0,Não
67452,31,1,2.0,Não
67455,31,1,2.0,Sim
67456,31,1,2.0,Não
67457,31,1,2.0,Não
67458,31,1,2.0,Sim
67459,31,1,2.0,Sim
67460,31,1,2.0,Sim
67461,31,1,2.0,Sim
67464,31,1,2.0,Sim
67467,31,1,2.0,Sim
67468,31,1,2.0,Sim
67469,31,1,2.0,Sim
67470,31,1,2.0,Sim
67471,31,1,2.0,Sim
67472,31,1,2.0,Sim
67474,31,1,2.0,Sim
67477,31,1,2.0,Sim
67478,31,1,2.0,Sim
67479,31,1,2.0,Sim
67480,31,1,2.0,Sim
67482,31,1,2.0,Sim
67483,31,1,2.0,Sim
67484,31,1,2.0,Não
67485,31,1,2.0,Sim
67486,31,1,2.0,Sim
67487,31,1,2.0,Sim
67489,31,1,2.0,Não
67490,31,1,2.0,Sim
67491,31,1,2.0,Sim
67492,31,1,2.0,Sim
67493,31,1,2.0,Sim
67494,31,1,2.0,Sim
67496,31,1,2.0,Sim
67497,31,1,2.0,Sim
67498,31,1,2.0,Sim
67500,31,1,2.0,Sim
67501,31,1,2.0,Sim
67503,31,1,2.0,Sim
67504,31,1,2.0,Sim
67506,31,1,2.0,Sim
67507,31,1,2.0,Sim
67508,31,1,2.0,Sim
67509,31,1,2.0,Sim
67510,31,1,2.0,Sim
67511,31,1,2.0,Sim
67512,31,1,2.0,Não
67513,31,1,2.0,Não
67515,31,1,2.0,Não
67516,31,1,2.0,Não
67518,31,1,2.0,Sim
67520,31,1,2.0,Não
67521,31,1,2.0,Não
67523,31,1,2.0,Não
67524,31,1,2.0,Não
67525,31,1,2.0,Sim
67526,31,1,2.0,Sim
67529,31,1,2.0,Sim
67531,31,1,2.0,Sim
67532,31,1,2.0,Não
67533,31,1,2.0,Sim
67535,31,1,2.0,Sim
67537,31,1,2.0,Não
67538,31,1,2.0,Sim
67540,31,1,2.0,Sim
67541,31,1,2.0,Sim
67542,31,1,2.0,Sim
67545,31,1,2.0,Sim
67546,31,1,2.0,Sim
67548,31,1,2.0,Sim
67549,31,1,2.0,Sim
67552,31,1,2.0,Sim
67553,31,1,2.0,Sim
67559,31,1,2.0,Não
67560,31,1,2.0,Não
67562,31,1,2.0,Não
67564,31,1,2.0,Sim
67565,31,1,2.0,Sim
67567,31,1,2.0,Sim
67568,31,1,2.0,Não
67569,31,1,2.0,Sim
67571,31,1,2.0,Não
67572,31,1,2.0,Sim
67576,31,1,2.0,Sim
67577,31,1,2.0,Não
67579,31,1,2.0,Sim
67580,31,1,2.0,Sim
67581,31,1,2.0,Sim
67582,31,1,2.0,Sim
67583,31,1,2.0,Sim
67584,31,1,2.0,Não
67588,31,1,2.0,Sim
67589,31,1,2.0,Sim
67591,31,1,2.0,Sim
67592,31,1,2.0,Sim
67593,31,1,2.0,Sim
67594,31,1,2.0,Sim
67595,31,1,2.0,Sim
67597,31,1,2.0,Sim
67598,31,1,2.0,Sim
67599,31,1,2.0,Sim
67600,31,1,2.0,Sim
67602,31,1,2.0,Sim
67608,31,1,2.0,Sim
67609,31,1,2.0,Sim
67612,31,1,2.0,Sim
67615,31,1,2.0,Sim
67618,31,1,2.0,Sim
67621,31,1,2.0,Sim
67622,31,1,2.0,Sim
67623,31,1,2.0,Sim
67624,31,1,2.0,Sim
67625,31,1,2.0,Sim
67629,31,1,2.0,Sim
67630,31,1,2.0,Sim
67631,31,1,2.0,Sim
67632,31,1,2.0,Sim
67633,31,1,2.0,Sim
67636,31,1,2.0,Sim
67637,31,1,2.0,Sim
67639,31,1,2.0,Sim
67640,31,1,2.0,Sim
67641,31,1,2.0,Sim
67642,31,1,2.0,Sim
67644,31,1,2.0,Sim
67645,31,1,2.0,Sim
67646,31,1,2.0,Sim
67647,31,1,2.0,Sim
67650,31,1,2.0,Sim
67653,31,1,2.0,Sim
67657,31,1,2.0,Sim
67658,31,1,2.0,Sim
67660,31,1,2.0,Sim
67663,31,1,2.0,Sim
67665,31,1,2.0,Sim
67666,31,1,2.0,Sim
67667,31,1,2.0,Não
67670,31,1,2.0,Não
67672,31,1,2.0,Não
67673,31,1,2.0,Não
67674,31,1,2.0,Não
67676,31,1,2.0,Sim
67677,31,1,2.0,Não
67678,31,1,2.0,Não
67679,31,1,2.0,Não
67680,31,1,2.0,Sim
67682,31,1,2.0,Sim
67684,31,1,2.0,Não
67685,31,1,2.0,Sim
67686,31,1,2.0,Sim
67687,31,1,2.0,Sim
67688,31,1,2.0,Sim
67690,31,1,2.0,Sim
67691,31,1,2.0,Não
67693,31,1,2.0,Sim
67695,31,1,2.0,Sim
67696,31,1,2.0,Sim
67697,31,1,2.0,Sim
67699,31,1,2.0,Sim
67700,31,1,2.0,Não
67701,31,1,2.0,Sim
67704,31,1,2.0,Não
67705,31,1,2.0,Sim
67707,31,1,2.0,Não
67708,31,1,2.0,Sim
67710,31,1,2.0,Não
67712,31,1,2.0,Não
67721,31,1,2.0,Não
67723,31,1,2.0,Sim
67724,31,1,2.0,Não
67725,31,1,2.0,Não
67727,31,1,2.0,Não
67728,31,1,2.0,Sim
67730,31,1,2.0,Não
67731,31,1,2.0,Sim
67733,31,1,2.0,Não
67737,31,1,2.0,Não
67738,31,1,2.0,Não
67740,31,1,2.0,Não
67744,31,1,2.0,Sim
67746,31,1,2.0,Não
67747,31,1,2.0,Não
67748,31,1,2.0,Não
67749,31,1,2.0,Sim
67750,31,1,2.0,Não
67752,31,1,2.0,Sim
67754,31,1,2.0,Sim
67756,31,1,2.0,Sim
67757,31,1,2.0,Sim
67758,31,1,2.0,Sim
67759,31,1,2.0,Sim
67762,31,1,2.0,Sim
67763,31,1,2.0,Sim
67764,31,1,2.0,Sim
67766,31,1,2.0,Sim
67767,31,1,2.0,Sim
67771,31,1,2.0,Não
67775,31,1,2.0,Sim
67777,31,1,2.0,Sim
67779,31,1,2.0,Sim
67782,31,1,2.0,Sim
67783,31,1,2.0,Sim
67784,31,1,2.0,Sim
67785,31,1,2.0,Sim
67786,31,1,2.0,Sim
67787,31,1,2.0,Sim
67788,31,1,2.0,Sim
67789,31,1,2.0,Sim
67791,31,1,2.0,Sim
67792,31,1,2.0,Sim
67793,31,1,2.0,Sim
67798,31,1,2.0,Sim
67800,31,1,2.0,Sim
67802,31,1,2.0,Sim
67803,31,1,2.0,Sim
67805,31,1,2.0,Sim
67806,31,1,2.0,Sim
67807,31,1,2.0,Sim
67808,31,1,2.0,Sim
67809,31,1,2.0,Sim
67811,31,1,2.0,Sim
67814,31,1,2.0,Sim
67815,31,1,2.0,Sim
67820,31,1,2.0,Sim
67821,31,1,2.0,Sim
67822,31,1,2.0,Sim
67823,31,1,2.0,Sim
67827,31,1,2.0,Sim
67829,31,1,2.0,Sim
67831,31,1,2.0,Sim
67833,31,1,2.0,Não
67834,31,1,2.0,Sim
67836,31,1,2.0,Sim
67838,31,1,2.0,Sim
67840,31,1,2.0,Não
67841,31,1,2.0,Sim
67842,31,1,2.0,Sim
67844,31,1,2.0,Sim
67845,31,1,2.0,Sim
67847,31,1,2.0,Sim
67848,31,1,2.0,Sim
67850,31,1,2.0,Sim
67851,31,1,2.0,Sim
67852,31,1,2.0,Sim
67854,31,1,2.0,Sim
67855,31,1,2.0,Não
67856,31,1,2.0,Sim
67857,31,1,2.0,Sim
67859,31,1,2.0,Sim
67860,31,1,2.0,Não
67862,31,1,2.0,Sim
67864,31,1,2.0,Sim
67866,31,1,2.0,Não
67867,31,1,2.0,Sim
67868,31,1,2.0,Sim
67869,31,1,2.0,Não
67870,31,1,2.0,Sim
67871,31,1,2.0,Sim
67872,31,1,2.0,Não
67873,31,1,2.0,Não
67874,31,1,2.0,Sim
67876,31,1,2.0,Não
67878,31,1,2.0,Não
67879,31,1,2.0,Não
67880,31,1,2.0,Sim
67881,31,1,2.0,Sim
67883,31,1,2.0,Sim
67884,31,1,2.0,Não
67888,31,1,2.0,Sim
67889,31,1,2.0,Sim
67891,31,1,2.0,Sim
67894,31,1,2.0,Sim
67895,31,1,2.0,Sim
67896,31,1,2.0,Sim
67898,31,1,2.0,Sim
67899,31,1,2.0,Sim
67900,31,1,2.0,Sim
67906,31,8,2.0,Sim
67917,31,8,2.0,Sim
67923,31,1,2.0,Não
67926,31,1,2.0,Não
67927,31,1,2.0,Sim
67929,31,1,2.0,Sim
67930,31,1,2.0,Sim
67934,31,1,2.0,Não
67935,31,1,2.0,Sim
67936,31,1,2.0,Não
67937,31,1,2.0,Sim
67938,31,1,2.0,Não
67939,31,1,2.0,Sim
67940,31,1,2.0,Sim
67941,31,1,2.0,Não
67942,31,1,2.0,Não
67943,31,1,2.0,Sim
67944,31,1,2.0,Sim
67946,31,1,2.0,Não
67947,31,1,2.0,Não
67948,31,1,2.0,Não
67949,31,1,2.0,Não
67950,31,1,2.0,Sim
67953,31,1,2.0,Sim
67954,31,1,2.0,Sim
67955,31,1,2.0,Não
67957,31,1,2.0,Sim
67959,31,1,2.0,Sim
67961,31,1,2.0,Sim
67962,31,1,2.0,Sim
67963,31,1,2.0,Sim
67966,31,1,2.0,Não
67967,31,1,2.0,Sim
67968,31,1,2.0,Sim
67970,31,1,2.0,Sim
67971,31,1,2.0,Não
67972,31,1,2.0,Sim
67973,31,1,2.0,Sim
67975,31,1,2.0,Não
67976,31,1,2.0,Sim
67977,31,1,2.0,Sim
67978,31,1,2.0,Sim
67979,31,1,2.0,Sim
67980,31,1,2.0,Sim
67982,31,1,2.0,Sim
67983,31,1,2.0,Sim
67984,31,1,2.0,Sim
67985,31,1,2.0,Não
67987,31,1,2.0,Sim
67988,31,1,2.0,Sim
67989,31,1,2.0,Sim
67990,31,1,2.0,Não
67991,31,1,2.0,Sim
67992,31,1,2.0,Não
67993,31,1,2.0,Não
67994,31,1,2.0,Não
67995,31,1,2.0,Sim
67996,31,1,2.0,Sim
67997,31,1,2.0,Sim
67999,31,1,2.0,Sim
68001,31,1,2.0,Sim
68005,31,1,2.0,Não
68007,31,1,2.0,Sim
68014,31,1,2.0,Não
68017,31,1,2.0,Sim
68019,31,1,2.0,Sim
68022,31,1,2.0,Sim
68026,31,1,2.0,Sim
68028,31,1,2.0,Sim
68029,31,1,2.0,Sim
68030,31,1,2.0,Sim
68031,31,1,2.0,Não
68033,31,1,2.0,Não
68036,31,1,2.0,Não
68037,31,1,2.0,Sim
68039,31,1,2.0,Sim
68041,31,1,2.0,Sim
68042,31,1,2.0,Não
68044,31,1,2.0,Não
68045,31,1,2.0,Não
68046,31,1,2.0,Sim
68047,31,1,2.0,Não
68048,31,1,2.0,Sim
68050,31,1,2.0,Sim
68052,31,1,2.0,Sim
68054,31,1,2.0,Sim
68056,31,1,2.0,Sim
68059,31,1,2.0,Sim
68060,31,1,2.0,Não
68061,31,1,2.0,Sim
68062,31,1,2.0,Sim
68063,31,1,2.0,Não
68064,31,1,2.0,Sim
68065,31,1,2.0,Não
68067,31,1,2.0,Sim
68069,31,1,2.0,Sim
68070,31,1,2.0,Sim
68071,31,1,2.0,Não
68073,31,1,2.0,Sim
68074,31,1,2.0,Sim
68075,31,1,2.0,Não
68076,31,1,2.0,Não
68077,31,1,2.0,Não
68078,31,1,2.0,Não
68080,31,1,2.0,Não
68081,31,1,2.0,Sim
68083,31,1,2.0,Não
68084,31,1,2.0,Sim
68085,31,1,2.0,Não
68086,31,1,2.0,Não
68089,31,1,2.0,Não
68090,31,1,2.0,Não
68093,31,1,2.0,Sim
68095,31,1,2.0,Não
68096,31,1,2.0,Não
68097,31,1,2.0,Sim
68098,31,1,2.0,Não
68101,31,1,2.0,Não
68102,31,1,2.0,Sim
68104,31,1,2.0,Não
68105,31,1,2.0,Sim
68106,31,1,2.0,Sim
