,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
103466,35,1,2.0,Sim
103468,35,1,2.0,Sim
103470,35,1,2.0,Sim
103471,35,1,2.0,Sim
103472,35,1,2.0,Sim
103473,35,1,2.0,Sim
103474,35,1,2.0,Sim
103475,35,1,2.0,Sim
103476,35,1,2.0,Sim
103477,35,1,2.0,Sim
103478,35,1,2.0,Sim
103480,35,1,2.0,Sim
103481,35,1,2.0,Sim
103482,35,1,2.0,Sim
103483,35,1,2.0,Sim
103484,35,1,2.0,Sim
103486,35,1,2.0,Sim
103487,35,1,2.0,Sim
103489,35,1,2.0,Sim
103490,35,1,2.0,Sim
103491,35,1,2.0,Sim
103492,35,1,2.0,Não
103493,35,1,2.0,Sim
103495,35,1,2.0,Sim
103496,35,1,2.0,Sim
103497,35,1,2.0,Sim
103498,35,1,2.0,Sim
103499,35,1,2.0,Sim
103500,35,1,2.0,Sim
103502,35,1,2.0,Sim
103504,35,1,2.0,Não
103505,35,1,2.0,Sim
103506,35,1,2.0,Sim
103509,35,1,2.0,Sim
103510,35,1,2.0,Sim
103511,35,1,2.0,Sim
103514,35,1,2.0,Sim
103515,35,1,2.0,Sim
103517,35,1,2.0,Sim
103518,35,1,2.0,Sim
103519,35,1,2.0,Sim
103520,35,1,2.0,Sim
103521,35,1,2.0,Sim
103522,35,1,2.0,Sim
103523,35,1,2.0,Não
103524,35,1,2.0,Sim
103526,35,1,2.0,Sim
103527,35,1,2.0,Não
103529,35,1,2.0,Sim
103532,35,1,2.0,Sim
103533,35,1,2.0,Sim
103534,35,1,2.0,Sim
103537,35,1,2.0,Sim
103540,35,1,2.0,Sim
103541,35,1,2.0,Sim
103544,35,1,2.0,Sim
103545,35,1,2.0,Sim
103546,35,1,2.0,Sim
103547,35,1,2.0,Sim
103548,35,1,2.0,Sim
103551,35,1,2.0,Sim
103552,35,1,2.0,Sim
103553,35,1,2.0,Não
103555,35,1,2.0,Sim
103556,35,1,2.0,Sim
103557,35,1,2.0,Não
103558,35,1,2.0,Sim
103564,35,1,2.0,Sim
103565,35,1,2.0,Sim
103569,35,1,2.0,Sim
103570,35,1,2.0,Sim
103572,35,1,2.0,Sim
103573,35,1,2.0,Sim
103575,35,1,2.0,Sim
103577,35,1,2.0,Sim
103578,35,1,2.0,Sim
103580,35,1,2.0,Sim
103581,35,1,2.0,Sim
103582,35,1,2.0,Sim
103583,35,1,2.0,Sim
103585,35,1,2.0,Sim
103587,35,1,2.0,Sim
103588,35,1,2.0,Sim
103589,35,1,2.0,Sim
103591,35,1,2.0,Sim
103594,35,1,2.0,Sim
103596,35,1,2.0,Sim
103597,35,1,2.0,Sim
103603,35,1,2.0,Não
103606,35,1,2.0,Não
103610,35,1,2.0,Não
103613,35,1,2.0,Sim
103614,35,1,2.0,Sim
103615,35,1,2.0,Sim
103616,35,1,2.0,Sim
103618,35,1,2.0,Sim
103619,35,1,2.0,Sim
103621,35,1,2.0,Sim
103623,35,1,2.0,Sim
103626,35,1,2.0,Sim
103627,35,1,2.0,Sim
103628,35,1,2.0,Sim
103629,35,1,2.0,Sim
103630,35,1,2.0,Não
103632,35,1,2.0,Não
103634,35,1,2.0,Não
103636,35,1,2.0,Sim
103637,35,1,2.0,Não
103639,35,1,2.0,Não
103641,35,1,2.0,Não
103642,35,1,2.0,Não
103648,35,1,2.0,Sim
103650,35,1,2.0,Sim
103651,35,1,2.0,Não
103653,35,1,2.0,Sim
103654,35,1,2.0,Sim
103656,35,1,2.0,Sim
103657,35,1,2.0,Sim
103660,35,1,2.0,Sim
103662,35,1,2.0,Sim
103663,35,1,2.0,Não
103664,35,1,2.0,Sim
103667,35,1,2.0,Sim
103668,35,1,2.0,Não
103669,35,1,2.0,Não
103671,35,1,2.0,Não
103672,35,1,2.0,Sim
103673,35,1,2.0,Sim
103676,35,1,2.0,Sim
103678,35,1,2.0,Sim
103679,35,1,2.0,Não
103680,35,1,2.0,Sim
103682,35,1,2.0,Não
103686,35,1,2.0,Sim
103687,35,1,2.0,Sim
103688,35,1,2.0,Não
103690,35,1,2.0,Não
103691,35,1,2.0,Não
103693,35,1,2.0,Sim
103696,35,1,2.0,Sim
103697,35,1,2.0,Sim
103698,35,1,2.0,Sim
103699,35,1,2.0,Sim
103700,35,1,2.0,Sim
103702,35,1,2.0,Não
103703,35,1,2.0,Sim
103705,35,1,2.0,Sim
103707,35,1,2.0,Sim
103709,35,1,2.0,Sim
103710,35,1,2.0,Sim
103714,35,1,2.0,Sim
103715,35,1,2.0,Sim
103716,35,1,2.0,Sim
103717,35,1,2.0,Sim
103718,35,1,2.0,Sim
103719,35,1,2.0,Sim
103720,35,1,2.0,Sim
103721,35,1,2.0,Sim
103722,35,1,2.0,Sim
103724,35,1,2.0,Sim
103729,35,1,2.0,Sim
103730,35,1,2.0,Sim
103731,35,1,2.0,Sim
103734,35,1,2.0,Sim
103738,35,1,2.0,Sim
103740,35,1,2.0,Sim
103745,35,1,2.0,Sim
103747,35,1,2.0,Sim
103748,35,1,2.0,Sim
103749,35,1,2.0,Sim
103752,35,1,2.0,Sim
103753,35,1,2.0,Sim
103756,35,1,2.0,Sim
103757,35,1,2.0,Sim
103758,35,1,2.0,Sim
103760,35,1,2.0,Sim
103762,35,1,2.0,Sim
103763,35,1,2.0,Não
103764,35,1,2.0,Sim
103766,35,1,2.0,Sim
103767,35,1,2.0,Sim
103768,35,1,2.0,Sim
103769,35,1,2.0,Sim
103770,35,1,2.0,Sim
103772,35,1,2.0,Sim
103773,35,1,2.0,Sim
103774,35,1,2.0,Sim
103776,35,1,2.0,Sim
103777,35,1,2.0,Sim
103778,35,1,2.0,Sim
103779,35,1,2.0,Sim
103780,35,1,2.0,Sim
103786,35,8,2.0,Sim
103788,35,8,2.0,Sim
103789,35,8,2.0,Sim
103791,35,8,2.0,Sim
103792,35,8,2.0,Sim
103797,35,8,2.0,Sim
103798,35,8,2.0,Sim
103799,35,8,2.0,Sim
103802,35,8,2.0,Sim
103804,35,1,2.0,Sim
103805,35,1,2.0,Sim
103807,35,1,2.0,Sim
103808,35,1,2.0,Sim
103809,35,1,2.0,Não
103810,35,1,2.0,Sim
103811,35,1,2.0,Sim
103812,35,1,2.0,Sim
103814,35,1,2.0,Sim
103815,35,1,2.0,Sim
103816,35,1,2.0,Não
103819,35,1,2.0,Sim
103820,35,1,2.0,Sim
103821,35,1,2.0,Sim
103824,35,1,2.0,Sim
103825,35,1,2.0,Não
103826,35,1,2.0,Sim
103827,35,1,2.0,Sim
103829,35,1,2.0,Sim
103830,35,1,2.0,Não
103832,35,1,2.0,Sim
103833,35,1,2.0,Não
103834,35,1,2.0,Não
103836,35,1,2.0,Não
103837,35,1,2.0,Sim
103838,35,1,2.0,Sim
103839,35,1,2.0,Não
103840,35,1,2.0,Não
103842,35,1,2.0,Sim
103844,35,1,2.0,Sim
103845,35,1,2.0,Sim
103846,35,1,2.0,Sim
103847,35,1,2.0,Sim
103848,35,1,2.0,Não
103849,35,1,2.0,Sim
103850,35,1,2.0,Sim
103851,35,1,2.0,Sim
103852,35,1,2.0,Sim
103853,35,1,2.0,Não
103854,35,1,2.0,Não
103856,35,1,2.0,Sim
103857,35,1,2.0,Sim
103860,35,1,2.0,Sim
103861,35,1,2.0,Não
103862,35,1,2.0,Não
103863,35,1,2.0,Não
103864,35,1,2.0,Sim
103865,35,1,2.0,Não
103866,35,1,2.0,Não
103867,35,1,2.0,Não
103868,35,1,2.0,Não
103870,35,1,2.0,Sim
103872,35,1,2.0,Não
103873,35,1,2.0,Não
103874,35,1,2.0,Sim
103875,35,1,2.0,Não
103876,35,1,2.0,Sim
103877,35,1,2.0,Sim
103878,35,1,2.0,Sim
103879,35,1,2.0,Sim
103880,35,1,2.0,Sim
103881,35,1,2.0,Sim
103882,35,1,2.0,Não
103885,35,1,2.0,Sim
103886,35,1,2.0,Sim
103887,35,1,2.0,Não
103889,35,1,2.0,Não
103890,35,1,2.0,Sim
103891,35,1,2.0,Sim
103892,35,1,2.0,Sim
103893,35,1,2.0,Sim
103896,35,1,2.0,Sim
103897,35,1,2.0,Sim
103899,35,1,2.0,Sim
103904,35,2,2.0,Sim
103905,35,2,2.0,Sim
103906,35,2,2.0,Sim
103907,35,2,2.0,Sim
103910,35,2,2.0,Não
103912,35,2,2.0,Sim
103913,35,2,2.0,Sim
103914,35,2,2.0,Sim
103916,35,2,2.0,Sim
103918,35,2,2.0,Sim
103919,35,2,2.0,Sim
103920,35,2,2.0,Sim
103921,35,2,2.0,Sim
103923,35,1,2.0,Sim
103924,35,1,2.0,Sim
103925,35,1,2.0,Sim
103926,35,1,2.0,Sim
103927,35,1,2.0,Sim
103928,35,1,2.0,Sim
103929,35,1,2.0,Sim
103930,35,1,2.0,Sim
103931,35,1,2.0,Não
103932,35,1,2.0,Sim
103933,35,1,2.0,Não
103934,35,1,2.0,Sim
103935,35,1,2.0,Sim
103936,35,1,2.0,Sim
103937,35,1,2.0,Sim
103938,35,1,2.0,Sim
103939,35,1,2.0,Não
103940,35,1,2.0,Não
103941,35,1,2.0,Sim
103942,35,1,2.0,Não
103944,35,1,2.0,Sim
103946,35,1,2.0,Não
103947,35,1,2.0,Sim
103949,35,1,2.0,Sim
103950,35,1,2.0,Sim
103951,35,1,2.0,Sim
103952,35,1,2.0,Não
103953,35,1,2.0,Sim
103956,35,1,2.0,Não
103957,35,1,2.0,Sim
103958,35,1,2.0,Não
103959,35,1,2.0,Não
103960,35,1,2.0,Não
103962,35,1,2.0,Não
103963,35,1,2.0,Sim
103964,35,1,2.0,Sim
103965,35,1,2.0,Sim
103966,35,1,2.0,Não
103967,35,1,2.0,Sim
103968,35,1,2.0,Sim
103969,35,1,2.0,Sim
103970,35,1,2.0,Não
103971,35,1,2.0,Sim
103972,35,1,2.0,Sim
103977,35,1,2.0,Sim
103978,35,1,2.0,Sim
103979,35,1,2.0,Não
103980,35,1,2.0,Sim
103982,35,1,2.0,Sim
103983,35,1,2.0,Sim
103984,35,1,2.0,Sim
103985,35,1,2.0,Sim
103988,35,1,2.0,Sim
103989,35,1,2.0,Sim
103990,35,1,2.0,Sim
103991,35,1,2.0,Sim
103992,35,1,2.0,Sim
103993,35,1,2.0,Sim
103994,35,1,2.0,Sim
103996,35,1,2.0,Sim
103997,35,1,2.0,Não
103998,35,1,2.0,Sim
104000,35,1,2.0,Sim
104001,35,1,2.0,Sim
104002,35,1,2.0,Sim
104005,35,1,2.0,Sim
104007,35,1,2.0,Sim
104008,35,1,2.0,Sim
104009,35,1,2.0,Sim
104011,35,1,2.0,Sim
104012,35,1,2.0,Sim
104014,35,1,2.0,Sim
104016,35,1,2.0,Sim
104017,35,1,2.0,Sim
104018,35,1,2.0,Sim
104019,35,1,2.0,Sim
104020,35,1,2.0,Sim
104021,35,2,2.0,Sim
104022,35,2,2.0,Sim
104023,35,2,2.0,Sim
104026,35,2,2.0,Sim
104028,35,2,2.0,Sim
104029,35,2,2.0,Sim
104039,35,2,2.0,Sim
104040,35,1,2.0,Sim
104041,35,1,2.0,Sim
104047,35,1,2.0,Não
104048,35,1,2.0,Sim
104049,35,1,2.0,Sim
104050,35,1,2.0,Sim
104052,35,1,2.0,Sim
104053,35,1,2.0,Sim
104055,35,1,2.0,Sim
104060,35,1,2.0,Sim
104061,35,1,2.0,Sim
104067,35,1,2.0,Sim
104069,35,1,2.0,Sim
104071,35,1,2.0,Sim
104072,35,1,2.0,Sim
104074,35,1,2.0,Sim
104076,35,1,2.0,Sim
104078,35,1,2.0,Sim
104080,35,1,2.0,Sim
104083,35,1,2.0,Sim
104084,35,1,2.0,Sim
104085,35,1,2.0,Sim
104086,35,1,2.0,Sim
104088,35,1,2.0,Sim
104089,35,1,2.0,Sim
104090,35,1,2.0,Sim
104091,35,1,2.0,Sim
104092,35,1,2.0,Sim
104093,35,1,2.0,Sim
104095,35,1,2.0,Sim
104098,35,1,2.0,Sim
104100,35,1,2.0,Sim
104101,35,1,2.0,Sim
104102,35,1,2.0,Não
104104,35,1,2.0,Não
104106,35,1,2.0,Sim
104107,35,1,2.0,Sim
104108,35,1,2.0,Sim
104109,35,1,2.0,Não
104111,35,1,2.0,Sim
104112,35,1,2.0,Não
104114,35,1,2.0,Não
104116,35,1,2.0,Não
104118,35,1,2.0,Não
104124,35,1,2.0,Não
104127,35,1,2.0,Não
104128,35,1,2.0,Sim
104132,35,1,2.0,Sim
104134,35,1,2.0,Sim
104136,35,1,2.0,Sim
104138,35,1,2.0,Sim
104139,35,1,2.0,Não
104142,35,1,2.0,Sim
104143,35,1,2.0,Sim
104145,35,1,2.0,Sim
104147,35,1,2.0,Não
104151,35,1,2.0,Sim
104152,35,1,2.0,Sim
104155,35,1,2.0,Não
104157,35,1,2.0,Não
104158,35,1,2.0,Sim
104160,35,1,2.0,Não
104161,35,1,2.0,Não
104163,35,1,2.0,Sim
104164,35,1,2.0,Não
104165,35,1,2.0,Sim
104166,35,1,2.0,Sim
104167,35,1,2.0,Sim
104168,35,1,2.0,Sim
104172,35,1,2.0,Sim
104178,35,1,2.0,Sim
104180,35,1,2.0,Sim
104182,35,1,2.0,Sim
104184,35,1,2.0,Sim
104186,35,1,2.0,Sim
104187,35,1,2.0,Sim
104190,35,1,2.0,Não
104192,35,1,2.0,Não
104197,35,1,2.0,Sim
104198,35,1,2.0,Sim
104199,35,1,2.0,Sim
104202,35,1,2.0,Sim
104203,35,1,2.0,Sim
104204,35,1,2.0,Sim
104205,35,1,2.0,Sim
104208,35,1,2.0,Não
104209,35,1,2.0,Não
104210,35,1,2.0,Não
104211,35,1,2.0,Não
104212,35,1,2.0,Sim
104214,35,1,2.0,Não
104216,35,1,2.0,Sim
104220,35,1,2.0,Sim
104221,35,1,2.0,Sim
104222,35,1,2.0,Sim
104224,35,1,2.0,Não
104227,35,1,2.0,Sim
104228,35,1,2.0,Sim
104230,35,1,2.0,Sim
104234,35,1,2.0,Sim
104237,35,1,2.0,Sim
104239,35,1,2.0,Sim
104245,35,1,2.0,Sim
104246,35,1,2.0,Sim
104247,35,1,2.0,Sim
104248,35,1,2.0,Sim
104249,35,1,2.0,Sim
104250,35,1,2.0,Sim
104251,35,1,2.0,Sim
104252,35,1,2.0,Não
104256,35,1,2.0,Não
104258,35,1,2.0,Sim
104259,35,1,2.0,Sim
104260,35,1,2.0,Sim
104262,35,1,2.0,Não
104269,35,1,2.0,Não
104272,35,1,2.0,Não
104273,35,1,2.0,Não
104274,35,1,2.0,Não
104278,35,1,2.0,Não
104279,35,1,2.0,Não
104281,35,1,2.0,Não
104286,35,1,2.0,Sim
104287,35,1,2.0,Sim
104288,35,1,2.0,Sim
104289,35,1,2.0,Sim
104290,35,1,2.0,Sim
104291,35,1,2.0,Sim
104292,35,1,2.0,Sim
104293,35,1,2.0,Sim
104294,35,1,2.0,Sim
104296,35,1,2.0,Sim
104297,35,1,2.0,Sim
104299,35,1,2.0,Sim
104303,35,1,2.0,Sim
104307,35,1,2.0,Não
104309,35,1,2.0,Não
104310,35,1,2.0,Não
104312,35,1,2.0,Não
104313,35,1,2.0,Não
104316,35,1,2.0,Não
104317,35,1,2.0,Não
104319,35,1,2.0,Não
104320,35,1,2.0,Não
104321,35,1,2.0,Não
104322,35,1,2.0,Não
104323,35,1,2.0,Não
104324,35,1,2.0,Sim
104325,35,1,2.0,Sim
104326,35,1,2.0,Não
104328,35,1,2.0,Não
104329,35,1,2.0,Não
104330,35,1,2.0,Sim
104331,35,1,2.0,Não
104333,35,1,2.0,Sim
104334,35,1,2.0,Não
104336,35,1,2.0,Não
104337,35,1,2.0,Não
104338,35,1,2.0,Não
104339,35,1,2.0,Não
104340,35,1,2.0,Não
104343,35,1,2.0,Não
104345,35,1,2.0,Não
104346,35,1,2.0,Não
104347,35,1,2.0,Não
104348,35,1,2.0,Não
104349,35,1,2.0,Não
104350,35,1,2.0,Sim
104353,35,1,2.0,Não
104354,35,1,2.0,Não
104356,35,1,2.0,Não
104359,35,1,2.0,Não
104360,35,1,2.0,Não
104361,35,1,2.0,Não
104363,35,1,2.0,Não
104366,35,1,2.0,Sim
104368,35,1,2.0,Não
104370,35,1,2.0,Não
104371,35,1,2.0,Não
104372,35,1,2.0,Não
104374,35,1,2.0,Não
104375,35,1,2.0,Não
104378,35,1,2.0,Sim
104380,35,1,2.0,Não
104381,35,1,2.0,Sim
104382,35,1,2.0,Sim
104383,35,1,2.0,Sim
104384,35,1,2.0,Não
104385,35,1,2.0,Sim
104386,35,1,2.0,Sim
104388,35,1,2.0,Não
104389,35,1,2.0,Sim
104392,35,1,2.0,Não
104396,35,1,2.0,Sim
104397,35,1,2.0,Sim
104399,35,1,2.0,Sim
104400,35,1,2.0,Sim
104401,35,1,2.0,Sim
104403,35,1,2.0,Sim
104404,35,1,2.0,Sim
104413,35,1,2.0,Sim
104419,35,1,2.0,Sim
104420,35,1,2.0,Sim
104423,35,1,2.0,Sim
104428,35,1,2.0,Não
104429,35,1,2.0,Sim
104431,35,1,2.0,Não
104433,35,1,2.0,Não
104435,35,1,2.0,Sim
104437,35,1,2.0,Sim
104440,35,1,2.0,Não
104441,35,1,2.0,Sim
104442,35,1,2.0,Sim
104444,35,1,2.0,Sim
104445,35,1,2.0,Sim
104447,35,1,2.0,Sim
104448,35,1,2.0,Sim
104449,35,1,2.0,Sim
104450,35,1,2.0,Sim
104453,35,1,2.0,Não
104458,35,1,2.0,Sim
104459,35,1,2.0,Não
104461,35,1,2.0,Não
104463,35,1,2.0,Não
104466,35,1,2.0,Sim
104468,35,1,2.0,Sim
104470,35,1,2.0,Sim
104471,35,1,2.0,Sim
104472,35,1,2.0,Não
104473,35,1,2.0,Sim
104480,35,1,2.0,Sim
104483,35,1,2.0,Sim
104484,35,1,2.0,Não
104485,35,1,2.0,Sim
104489,35,1,2.0,Sim
104492,35,1,2.0,Sim
104493,35,1,2.0,Sim
104495,35,1,2.0,Não
104496,35,1,2.0,Sim
104497,35,1,2.0,Sim
104498,35,1,2.0,Sim
104502,35,1,2.0,Não
104503,35,1,2.0,Não
104504,35,1,2.0,Sim
104505,35,1,2.0,Sim
104506,35,1,2.0,Sim
104508,35,1,2.0,Sim
104509,35,1,2.0,Sim
104510,35,1,2.0,Sim
104511,35,1,2.0,Sim
104512,35,1,2.0,Sim
104514,35,1,2.0,Sim
104516,35,1,2.0,Não
104517,35,1,2.0,Não
104520,35,1,2.0,Não
104521,35,1,2.0,Não
104523,35,1,2.0,Sim
104524,35,1,2.0,Sim
104527,35,1,2.0,Não
104528,35,1,2.0,Sim
104529,35,1,2.0,Sim
104530,35,1,2.0,Sim
104531,35,1,2.0,Sim
104532,35,1,2.0,Sim
104533,35,1,2.0,Sim
104534,35,1,2.0,Sim
104535,35,1,2.0,Sim
104536,35,1,2.0,Sim
104537,35,1,2.0,Sim
104538,35,1,2.0,Sim
104539,35,1,2.0,Sim
104540,35,1,2.0,Não
104543,35,1,2.0,Sim
104544,35,1,2.0,Sim
104545,35,1,2.0,Sim
104546,35,1,2.0,Sim
104547,35,1,2.0,Sim
104548,35,1,2.0,Sim
104549,35,1,2.0,Sim
104550,35,1,2.0,Sim
104551,35,1,2.0,Não
104552,35,1,2.0,Não
104553,35,1,2.0,Sim
104554,35,1,2.0,Sim
104555,35,1,2.0,Sim
104556,35,1,2.0,Sim
104557,35,1,2.0,Sim
104558,35,1,2.0,Não
104559,35,1,2.0,Sim
104560,35,1,2.0,Sim
104561,35,1,2.0,Sim
104563,35,1,2.0,Sim
104565,35,1,2.0,Não
104566,35,1,2.0,Sim
104567,35,1,2.0,Sim
104568,35,1,2.0,Sim
104569,35,1,2.0,Não
104570,35,1,2.0,Sim
104572,35,1,2.0,Sim
104573,35,1,2.0,Sim
104574,35,1,2.0,Não
104575,35,1,2.0,Sim
104576,35,1,2.0,Sim
104577,35,1,2.0,Sim
104579,35,1,2.0,Sim
104580,35,1,2.0,Sim
104581,35,1,2.0,Sim
104582,35,1,2.0,Sim
104583,35,1,2.0,Sim
104585,35,1,2.0,Não
104586,35,1,2.0,Não
104588,35,1,2.0,Sim
104592,35,1,2.0,Não
104595,35,1,2.0,Sim
104596,35,1,2.0,Sim
104597,35,1,2.0,Sim
104600,35,1,2.0,Não
104601,35,1,2.0,Não
104602,35,1,2.0,Não
104603,35,1,2.0,Sim
104604,35,1,2.0,Sim
104605,35,1,2.0,Sim
104606,35,1,2.0,Sim
104607,35,1,2.0,Sim
104608,35,1,2.0,Sim
104609,35,1,2.0,Sim
104610,35,1,2.0,Sim
104612,35,1,2.0,Sim
104615,35,1,2.0,Sim
104616,35,1,2.0,Sim
104618,35,1,2.0,Sim
104619,35,1,2.0,Não
104620,35,1,2.0,Sim
104626,35,1,2.0,Não
104627,35,1,2.0,Sim
104628,35,1,2.0,Sim
104632,35,1,2.0,Sim
104634,35,1,2.0,Não
104636,35,1,2.0,Sim
104640,35,1,2.0,Sim
104641,35,1,2.0,Sim
104642,35,1,2.0,Sim
104645,35,1,2.0,Não
104646,35,1,2.0,Sim
104648,35,1,2.0,Sim
104649,35,1,2.0,Sim
104651,35,1,2.0,Sim
104653,35,1,2.0,Não
104654,35,1,2.0,Sim
104656,35,1,2.0,Não
104657,35,1,2.0,Sim
104658,35,1,2.0,Sim
104659,35,1,2.0,Sim
104660,35,1,2.0,Sim
104661,35,1,2.0,Sim
104662,35,1,2.0,Não
104663,35,1,2.0,Não
104665,35,1,2.0,Sim
104666,35,1,2.0,Sim
104667,35,1,2.0,Sim
104668,35,1,2.0,Não
104671,35,1,2.0,Sim
104672,35,1,2.0,Sim
104674,35,1,2.0,Sim
104675,35,1,2.0,Sim
104677,35,1,2.0,Sim
104678,35,1,2.0,Não
104681,35,1,2.0,Sim
104684,35,1,2.0,Sim
104685,35,1,2.0,Sim
104687,35,1,2.0,Sim
104690,35,1,2.0,Sim
104693,35,1,2.0,Sim
104697,35,1,2.0,Sim
104701,35,1,2.0,Sim
104702,35,1,2.0,Sim
104704,35,1,2.0,Sim
104705,35,1,2.0,Não
104708,35,1,2.0,Não
104709,35,1,2.0,Sim
104710,35,1,2.0,Não
104712,35,1,2.0,Sim
104713,35,1,2.0,Não
104719,35,1,2.0,Não
104720,35,1,2.0,Sim
104724,35,1,2.0,Sim
104726,35,1,2.0,Sim
104730,35,1,2.0,Não
104733,35,1,2.0,Sim
104737,35,1,2.0,Não
104738,35,1,2.0,Sim
104740,35,1,2.0,Sim
104741,35,1,2.0,Sim
104743,35,1,2.0,Sim
104744,35,1,2.0,Sim
104749,35,1,2.0,Sim
104751,35,1,2.0,Sim
104752,35,1,2.0,Não
104755,35,1,2.0,Sim
104757,35,1,2.0,Sim
104758,35,1,2.0,Sim
104760,35,1,2.0,Sim
104763,35,1,2.0,Sim
104766,35,1,2.0,Sim
104770,35,1,2.0,Não
104772,35,1,2.0,Sim
104775,35,1,2.0,Sim
104776,35,1,2.0,Sim
104778,35,1,2.0,Não
104779,35,1,2.0,Sim
104780,35,1,2.0,Não
104781,35,1,2.0,Sim
104782,35,1,2.0,Não
104784,35,1,2.0,Sim
104785,35,1,2.0,Sim
104786,35,1,2.0,Sim
104792,35,1,2.0,Sim
104793,35,1,2.0,Sim
104794,35,1,2.0,Não
104795,35,1,2.0,Sim
104796,35,1,2.0,Não
104797,35,1,2.0,Não
104799,35,1,2.0,Não
104800,35,1,2.0,Sim
104801,35,1,2.0,Sim
104802,35,1,2.0,Não
104803,35,1,2.0,Não
104804,35,1,2.0,Não
104806,35,1,2.0,Sim
104807,35,1,2.0,Não
104809,35,1,2.0,Não
104811,35,1,2.0,Não
104812,35,1,2.0,Não
104814,35,1,2.0,Sim
104815,35,1,2.0,Sim
104816,35,1,2.0,Sim
104817,35,1,2.0,Sim
104818,35,1,2.0,Sim
104820,35,1,2.0,Sim
104822,35,1,2.0,Sim
104823,35,1,2.0,Sim
104824,35,1,2.0,Sim
104827,35,1,2.0,Sim
104830,35,1,2.0,Não
104833,35,1,2.0,Sim
104834,35,1,2.0,Sim
104835,35,1,2.0,Sim
104840,35,1,2.0,Sim
104841,35,1,2.0,Sim
104844,35,1,2.0,Sim
104848,35,1,2.0,Sim
104851,35,1,2.0,Sim
104853,35,1,2.0,Sim
104854,35,1,2.0,Sim
104857,35,1,2.0,Não
104858,35,1,2.0,Sim
104860,35,1,2.0,Sim
104861,35,1,2.0,Sim
104864,35,1,2.0,Sim
104865,35,1,2.0,Sim
104866,35,1,2.0,Sim
104868,35,1,2.0,Sim
104869,35,1,2.0,Sim
104872,35,1,2.0,Sim
104873,35,1,2.0,Sim
104874,35,1,2.0,Sim
104875,35,1,2.0,Sim
104878,35,1,2.0,Não
104880,35,1,2.0,Sim
104881,35,1,2.0,Sim
104882,35,1,2.0,Não
104884,35,1,2.0,Sim
104885,35,1,2.0,Sim
104886,35,1,2.0,Sim
104887,35,1,2.0,Sim
104890,35,1,2.0,Sim
104891,35,1,2.0,Sim
104893,35,1,2.0,Sim
104897,35,1,2.0,Sim
104898,35,1,2.0,Sim
104899,35,1,2.0,Sim
104901,35,1,2.0,Sim
104903,35,1,2.0,Sim
104907,35,1,2.0,Sim
104908,35,1,2.0,Sim
104910,35,1,2.0,Sim
104914,35,1,2.0,Sim
104918,35,1,2.0,Sim
104920,35,1,2.0,Sim
104921,35,1,2.0,Sim
104923,35,1,2.0,Sim
104925,35,1,2.0,Sim
104926,35,1,2.0,Sim
104931,35,1,2.0,Não
104934,35,1,2.0,Não
104937,35,1,2.0,Não
104941,35,1,2.0,Não
104943,35,1,2.0,Não
104944,35,1,2.0,Sim
104945,35,1,2.0,Não
104948,35,1,2.0,Sim
104949,35,1,2.0,Sim
104955,35,1,2.0,Não
104956,35,1,2.0,Não
104959,35,1,2.0,Sim
104960,35,1,2.0,Sim
104965,35,1,2.0,Sim
104967,35,1,2.0,Sim
104970,35,1,2.0,Sim
104972,35,1,2.0,Sim
104974,35,1,2.0,Sim
104976,35,1,2.0,Sim
104977,35,1,2.0,Sim
104978,35,1,2.0,Sim
104979,35,1,2.0,Sim
104980,35,1,2.0,Sim
104981,35,1,2.0,Sim
104982,35,1,2.0,Sim
104983,35,1,2.0,Sim
104984,35,1,2.0,Sim
104985,35,1,2.0,Não
104987,35,1,2.0,Sim
104988,35,1,2.0,Sim
104989,35,1,2.0,Sim
104990,35,1,2.0,Sim
104991,35,1,2.0,Sim
104993,35,1,2.0,Sim
104994,35,1,2.0,Sim
104995,35,1,2.0,Sim
104996,35,1,2.0,Sim
104997,35,1,2.0,Sim
104998,35,1,2.0,Não
104999,35,1,2.0,Sim
105000,35,1,2.0,Sim
105003,35,1,2.0,Sim
105005,35,1,2.0,Sim
105006,35,1,2.0,Sim
105008,35,1,2.0,Sim
105014,35,1,2.0,Sim
105016,35,1,2.0,Sim
105017,35,1,2.0,Sim
105021,35,1,2.0,Sim
105025,35,1,2.0,Não
105026,35,1,2.0,Sim
105027,35,1,2.0,Sim
105028,35,1,2.0,Sim
105029,35,1,2.0,Sim
105030,35,1,2.0,Sim
105032,35,1,2.0,Sim
105034,35,1,2.0,Sim
105037,35,1,2.0,Sim
105038,35,1,2.0,Sim
105040,35,1,2.0,Não
105042,35,1,2.0,Sim
105043,35,1,2.0,Não
105044,35,1,2.0,Sim
105047,35,1,2.0,Sim
105048,35,1,2.0,Sim
105054,35,1,2.0,Sim
105057,35,1,2.0,Sim
105059,35,1,2.0,Sim
105060,35,1,2.0,Sim
105063,35,1,2.0,Sim
105064,35,1,2.0,Sim
105069,35,1,2.0,Não
105070,35,1,2.0,Sim
105073,35,1,2.0,Sim
105074,35,1,2.0,Sim
105075,35,1,2.0,Sim
105077,35,1,2.0,Sim
105081,35,1,2.0,Sim
105082,35,1,2.0,Sim
105084,35,1,2.0,Sim
105085,35,1,2.0,Sim
