,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
104324,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104325,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104326,35,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0
104328,35,2.0,2.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0
104329,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104330,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104331,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104332,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104333,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104334,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104335,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104337,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104338,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104339,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104340,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104341,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
104342,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104343,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104344,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104345,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
104346,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104347,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104348,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104349,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104350,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104351,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104366,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
104372,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104373,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104375,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
104376,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,5.0
104377,35,2.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0
104378,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
104379,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
104380,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
104381,35,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,1.0
104386,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104389,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104390,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
104392,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,1.0
104394,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104396,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
104398,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
104402,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104408,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
104414,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104415,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0
104417,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104419,35,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
104421,35,2.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0
104422,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104425,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104426,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
104427,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104428,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104431,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
104434,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
104436,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104437,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
104438,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104439,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104440,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104444,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104454,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104455,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104456,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
104457,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104459,35,2.0,4.0,2.0,4.0,4.0,0.0,2.0,1.0,3.0
104461,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104462,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104464,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
104465,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104466,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
104469,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
104471,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
104472,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
104473,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104474,35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0
104475,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104477,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104478,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
104479,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104481,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
104482,35,2.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0
104483,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104484,35,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
104485,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104486,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104488,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104489,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104490,35,2.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0,3.0
104492,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0
104494,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104495,35,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
104497,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104500,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104502,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104503,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
104504,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
104507,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104509,35,2.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0
104510,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
104511,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104514,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,5.0
104515,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
104518,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0
104519,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,5.0
104521,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
104522,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104523,35,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0
104524,35,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
104525,35,2.0,2.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
104527,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
104530,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104531,35,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104533,35,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
104534,35,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
104538,35,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
104540,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
104541,35,2.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
104542,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104544,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104545,35,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
104546,35,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
104547,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
104548,35,2.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,3.0
104550,35,2.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0
104552,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
104554,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
104558,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104559,35,2.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0
104560,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
104562,35,2.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0
104563,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
104564,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
104567,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0
104568,35,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0
104571,35,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
104574,35,2.0,4.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0
104575,35,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
104580,35,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0
104583,35,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
104584,35,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
104585,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
104590,35,2.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
104593,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104598,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104599,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104604,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
104607,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104608,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
104609,35,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
104610,35,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104611,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104612,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104614,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104615,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104616,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104617,35,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
104618,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104620,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
104621,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104622,35,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104623,35,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0
104624,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
104625,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
104627,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104628,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104629,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
104630,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104631,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
104633,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
104634,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
104635,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,5.0
104638,35,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,5.0
104639,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104640,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,5.0
104641,35,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,5.0
104642,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104643,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,5.0
104644,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,5.0
104647,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104648,35,2.0,2.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
104650,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104652,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104653,35,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
104654,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104655,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
104656,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104657,35,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
104659,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
104662,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104664,35,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
104665,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104667,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104668,35,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
104670,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104672,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
104673,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104674,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
104675,35,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0
104682,35,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0
104683,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104684,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
104686,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104688,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
104689,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104692,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
104694,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
104696,35,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0
104702,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
104704,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104705,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
104706,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0
104709,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
104711,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104712,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104713,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
104714,35,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0
104716,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104717,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
104720,35,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0
104721,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104723,35,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
104727,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104730,35,2.0,2.0,4.0,4.0,4.0,1.0,0.0,3.0,1.0
104732,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104733,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
104737,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0
104738,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
104739,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104740,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104741,35,2.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,1.0
104742,35,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
104743,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104744,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104745,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104746,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
104747,35,2.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0
104748,35,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
104749,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
104750,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
104752,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104754,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104756,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104757,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
104758,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104760,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104761,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
104762,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104764,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104767,35,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0
104769,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
104771,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104773,35,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0
104774,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
104776,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
104777,35,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0
104778,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
104781,35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0
104782,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
104783,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
104784,35,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0
104786,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0
104787,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104788,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104790,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
104794,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104795,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
104799,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
104800,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104801,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104802,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0
104804,35,2.0,4.0,4.0,2.0,4.0,0.0,3.0,1.0,1.0
104807,35,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
104808,35,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
104811,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104814,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104816,35,2.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,3.0
104817,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
104818,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
104820,35,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
104822,35,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
104825,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
104826,35,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
104829,35,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
104830,35,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0
104831,35,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
104833,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
104834,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104836,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104837,35,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
104838,35,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0
104839,35,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
104842,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0
104844,35,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104845,35,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0
104846,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
104847,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104848,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104851,35,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,5.0
104852,35,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
104853,35,2.0,2.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0
104854,35,2.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0
104855,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104856,35,2.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0
104857,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104864,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104869,35,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104870,35,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
104871,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
104879,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104881,35,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
104882,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104883,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104885,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104888,35,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104889,35,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0
104890,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104891,35,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
104893,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
104895,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
104897,35,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
104898,35,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
104899,35,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0
104900,35,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
104906,35,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
104908,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
104909,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
104912,35,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,5.0
104913,35,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
104914,35,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,5.0
104915,35,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,5.0
104918,35,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0
104923,35,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
104927,35,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
104930,35,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
104931,35,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
