,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
64720,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64721,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64722,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64723,31,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
64724,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64725,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
64726,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64728,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64729,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64731,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64732,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64734,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64735,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
64737,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
64738,31,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
64740,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64741,31,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
64742,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64743,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64747,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64748,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
64751,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
64752,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64753,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64754,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64755,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
64757,31,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0
64758,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
64760,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64763,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64764,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64767,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64768,31,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0
64770,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
64771,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
64772,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64775,31,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0
64777,31,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0
64779,31,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0
64781,31,2.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,3.0
64783,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64784,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64785,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
64786,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
64787,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
64789,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
64790,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64791,31,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0
64792,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64793,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64795,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0
64796,31,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
64797,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
64798,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
64799,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
64800,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64801,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64803,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64804,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64805,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64806,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64810,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64812,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
64815,31,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
64816,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64817,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64818,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64819,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64820,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64821,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0
64824,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
64825,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64826,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64828,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64831,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64833,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
64834,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64836,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64837,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
64839,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
64840,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
64843,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0
64844,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64846,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
64847,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
64848,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64850,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
64851,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
64852,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
64853,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64854,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
64855,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64856,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64858,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64859,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64861,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
64862,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64863,31,2.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0
64864,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0
64865,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64867,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
64868,31,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
64869,31,2.0,2.0,2.0,2.0,2.0,7.0,0.0,1.0,1.0
64870,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64872,31,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
64874,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
64875,31,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0
64876,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
64877,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
64878,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
64879,31,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0
64880,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
64881,31,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0
64882,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64884,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
64885,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
64887,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
64888,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
64889,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
64891,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
64892,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
64894,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0
64896,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
64898,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
64899,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
64900,31,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0
64901,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
64902,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
64903,31,2.0,4.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0
64904,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
64905,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
64906,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
64909,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
64910,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
64911,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
64912,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
64913,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
64916,31,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
64920,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64921,31,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
64922,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
64923,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
64924,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
64929,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
64930,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
64931,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0
64933,31,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
64934,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
64936,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0
64937,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
64939,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
64940,31,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,5.0
64941,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
64942,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0
64943,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64944,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
64945,31,2.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0
64946,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
64947,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
64948,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
64950,31,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
64951,31,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0
64952,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0
64953,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
64955,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
64957,31,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
64958,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
64959,31,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,3.0
64960,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
64962,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,5.0
64963,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
64965,31,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
64966,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
64967,31,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
64968,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
64972,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
64973,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0
64974,31,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
64975,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
64977,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
64978,31,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0
64979,31,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
64981,31,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
64984,31,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
64985,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
64986,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
64992,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
64994,31,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
64996,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
64997,31,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
65000,31,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
65003,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65005,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65008,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
65010,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
65011,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
65012,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
65013,31,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0
65017,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
65018,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0
65021,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
65024,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
65025,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65027,31,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
65028,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
65029,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
65033,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
65034,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
65035,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65036,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65037,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
65038,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
65039,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
65040,31,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
65041,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65043,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
65044,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65045,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
65046,31,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0
65047,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
65048,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0
65049,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0
65050,31,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0
65051,31,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,3.0
65053,31,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
65057,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
65058,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,5.0
65059,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
65060,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
65062,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
65063,31,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0
65064,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65065,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
65066,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,5.0
65067,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,3.0,5.0
65069,31,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
65070,31,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0
65072,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0
65074,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
65077,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
65079,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
65080,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65083,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0
65084,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
65085,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
65086,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
65087,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0
65088,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
65092,31,2.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,3.0
65093,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
65095,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0
65096,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
65097,31,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
65098,31,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0
65099,31,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0
65101,31,2.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,3.0
65107,31,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
65108,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0
65111,31,2.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,3.0
65117,31,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
65118,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
65120,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
65121,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0
65122,31,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0
65123,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0
65126,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
65127,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
65128,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
65129,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
65130,31,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
65132,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
65133,31,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0
65134,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65135,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65136,31,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
65137,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
65140,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65141,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0
65142,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65143,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
65145,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
65147,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65151,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
65152,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65153,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
65154,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65155,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
65157,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
65159,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
65160,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65161,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
65162,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
65164,31,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
65165,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
65166,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
65167,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
65168,31,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
65170,31,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
65171,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
65172,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
65174,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65175,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65176,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
65179,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
65180,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
65181,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
65185,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
65186,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
65189,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0
65190,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
65191,31,2.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0
65193,31,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0
65195,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
65201,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
65206,31,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
65210,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0
65219,31,2.0,4.0,2.0,4.0,4.0,0.0,1.0,3.0,3.0
65220,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
65222,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
65224,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
65226,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
65227,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
65230,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
65231,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
65232,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
65236,31,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0
65237,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
65238,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0
65239,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
65240,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0
65241,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
65244,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
65245,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
65247,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0
65248,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0
65251,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
65252,31,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0
65254,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0
